company_name,year,sales,profit,rprofit,totalassets,totalliabilities,sequity,mnc,psic_5,exporter,nationality,bind,aki_16,
SN Aboitiz Power-Magat Inc.,2019,6.69,3.00,44.80,24.98,16.65,8.33,0,35100,0,Filipino,SERV,EWS,
SN Aboitiz Power-Magat Inc.,2020,5.40,2.44,45.14,24.37,15.73,8.65,0,35100,0,Filipino,SERV,EWS,
SN Aboitiz Power-Magat Inc.,2021,7.40,3.10,41.90,23.85,15.50,1.41,1,35102,0,Norwegian,SERV,EWS,
SN Aboitiz Power-RES Inc.,2019,3.55,0.40,11.20,0.86,0.38,0.48,0,35100,0,Filipino,SERV,EWS,
SN Aboitiz Power-RES Inc.,2020,2.16,0.01,0.28,0.57,0.39,0.18,0,35100,0,Filipino,SERV,EWS,
SN Aboitiz Power-RES Inc.,2021,2.31,0.06,2.43,0.59,0.39,0.14,1,35102,0,Norwegian,SERV,EWS,
Snow Mountain Dairy Corp.,2018,6.10,0.13,2.18,2.68,1.28,1.40,0,10520,0,Filipino,MFG,MFG,
Snow Mountain Dairy Corp.,2019,8.75,0.22,2.48,4.56,2.95,1.61,0,10520,0,Filipino,MFG,MFG,
Snow Mountain Dairy Corp.,2020,6.16,0.54,8.77,2.70,0.56,2.14,0,68190,0,Filipino,SERV,REO,
SN Power Philippines Inc.,2018,3.25,3.20,98.37,26.65,26.52,0.13,1,64200,0,Norwegian,SERV,FIA,
SN Power Philippines Inc.,2019,3.03,2.49,82.08,27.68,27.54,0.14,1,64200,0,Norwegian,SERV,FIA,
SN Power Philippines Inc.,2020,2.21,2.08,93.81,28.19,0.04,28.16,1,64200,0,Norwegian,SERV,FIA,
SN Power Philippines Inc.,2021,5.71,5.62,98.35,24.50,0.02,0.58,1,64304,0,Norwegian,SERV,FIA,
Sojitz G Auto Philippines Corp.,2021,7.85,0.19,2.40,2.65,2.27,0.13,1,45109,0,Japanese,SERV,TRD,
Solid Cement Corp.,2018,8.39,-0.51,-6.03,8.16,6.19,1.97,1,23940,0,Mexican,MFG,MFG,
Solid Cement Corp.,2019,8.21,0.21,2.53,11.90,9.79,2.12,1,23940,0,Mexican,MFG,MFG,
Solid Cement Corp.,2020,5.91,-0.52,-8.86,14.92,13.30,1.62,1,23940,0,Mexican,MFG,MFG,
Solid Cement Corp.,2021,7.16,-0.38,-5.25,17.20,15.93,0.89,1,23969,0,Mexican,MFG,MFG,
Somico Steel Mill Corp.,2018,5.78,0.06,0.95,6.12,5.18,0.94,0,24129,0,Filipino,MFG,MFG,
Somico Steel Mill Corp.,2019,5.47,0.05,0.86,6.25,5.29,0.97,0,24129,0,Filipino,MFG,MFG,
Somico Steel Mill Corp.,2020,3.39,0.04,1.30,7.69,6.68,1.01,0,24129,0,Filipino,MFG,MFG,
Somico Steel Mill Corp.,2021,5.01,0.05,1.02,8.45,7.39,0.28,0,24210,0,Filipino,MFG,MFG,
Sonic Sales and Distribution Inc.,2021,2.49,-0.01,-0.36,0.98,0.82,0.08,0,46106,0,Filipino,SERV,TRD,
Sonic Steel Industries Inc.,2018,8.50,0.07,0.78,10.04,7.50,2.55,0,24122,0,Filipino,MFG,MFG,
Sonic Steel Industries Inc.,2020,5.84,0.05,0.89,11.77,9.10,2.67,0,24124,0,Filipino,MFG,MFG,
Sonic Steel Industries Inc.,2021,9.62,0.07,0.68,15.11,12.29,0.48,0,24129,0,Filipino,MFG,MFG,
Sony Philippines Inc.,2018,5.80,-0.01,-0.16,1.60,2.15,-0.56,1,46525,0,Japanese,SERV,TRD,
Sony Philippines Inc.,2019,5.16,-0.01,-0.23,1.85,2.42,-0.57,1,46525,0,Japanese,SERV,TRD,
Sony Philippines Inc.,2020,3.75,-0.05,-1.33,1.52,2.14,-0.62,1,46525,0,Japanese,SERV,TRD,
Southern Cross Distribution Inc.,2018,4.05,-0.04,-0.94,1.17,0.86,0.31,0,46610,0,Filipino,SERV,TRD,
Southern Cross Distribution Inc.,2019,4.68,0.00,0.09,1.33,1.01,0.32,0,46610,0,Filipino,SERV,TRD,
Southern Cross Distribution Inc.,2020,3.20,-0.06,-1.91,1.26,1.00,0.26,0,46610,0,Filipino,SERV,TRD,
Southern Cross Distribution Inc.,2021,4.37,-0.01,-0.11,1.29,1.01,0.06,0,46639,0,Filipino,SERV,TRD,
Southern Luzon Drug Corp.,2018,5.97,-0.06,-1.01,1.67,1.99,-0.32,0,47721,0,Filipino,SERV,TRD,
Southern Luzon Drug Corp.,2019,6.76,0.01,0.21,2.42,2.72,-0.31,0,47721,0,Filipino,SERV,TRD,
Southern Luzon Drug Corp.,2020,6.88,0.01,0.16,2.52,2.81,-0.29,0,47721,0,Filipino,SERV,TRD,
Southern Luzon Drug Corp.,2021,7.01,0.04,0.54,2.36,2.64,-0.31,0,47732,0,Filipino,SERV,TRD,
South Luzon Thermal Energy Corp.,2018,6.63,0.98,14.76,20.72,13.12,7.59,0,35100,0,Filipino,SERV,EWS,
South Luzon Thermal Energy Corp.,2021,6.38,0.14,2.18,18.11,10.73,0.17,0,35102,0,Filipino,SERV,EWS,
South Luzon Tollway Corp.,2018,6.28,3.07,48.94,14.92,8.24,6.67,0,52215,0,Filipino,SERV,TAS,
South Luzon Tollway Corp.,2019,6.59,3.14,47.66,15.54,8.29,7.24,0,52213,0,Filipino,SERV,TAS,
South Portal Properties Inc.,2019,2.57,0.33,12.94,2.72,1.85,0.86,0,68110,0,Filipino,SERV,REO,
South Premiere Power Corp.,2019,38.82,7.24,18.64,72.70,48.49,24.21,0,35100,0,Filipino,SERV,EWS,
South Premiere Power Corp.,2020,33.74,7.64,22.63,71.25,42.76,28.49,0,35100,0,Filipino,SERV,EWS,
South Premiere Power Corp.,2021,32.11,4.50,14.01,68.15,44.15,10.60,0,35102,0,Filipino,SERV,EWS,
Southstar Drug Inc.,2018,11.77,0.42,3.53,6.80,4.11,2.69,0,47721,0,Filipino,SERV,TRD,
Southstar Drug Inc.,2019,13.25,0.45,3.43,7.92,4.79,3.14,0,47721,0,Filipino,SERV,TRD,
Southstar Drug Inc.,2021,13.96,0.65,4.66,13.01,6.72,3.75,0,47732,0,Filipino,SERV,TRD,
Southwest Luzon Power Generation Corp.,2018,5.45,1.01,18.55,21.31,7.38,13.93,0,35100,0,Filipino,SERV,EWS,
Southwest Luzon Power Generation Corp.,2019,8.89,2.85,32.08,22.30,5.52,16.78,0,35100,0,Filipino,SERV,EWS,
Southwest Luzon Power Generation Corp.,2020,4.53,-0.12,-2.67,18.79,4.15,14.64,0,35100,0,Filipino,SERV,EWS,
Southwest Luzon Power Generation Corp.,2021,7.39,1.31,17.69,18.08,3.32,6.13,0,35102,0,Filipino,SERV,EWS,
SPC Power Corp.,2020,2.22,1.85,83.27,7.23,0.10,7.12,0,35100,0,Filipino,SERV,EWS,
Special Container & Value Added Services Inc.,2020,1.62,0.10,5.93,0.80,0.54,0.26,0,52293,0,Filipino,SERV,TAS,
Specialty Lifestyle Concepts Inc.,2019,1.90,0.15,7.79,2.78,0.94,1.84,0,46414,0,Filipino,SERV,TRD,
SPI Technologies Inc.,2018,4.41,0.81,18.42,12.62,2.03,10.59,1,82229,1,Swiss,SERV,PRO,
SPI Technologies Inc.,2019,4.63,0.91,19.66,12.67,2.06,10.61,1,82229,1,Swiss,SERV,PRO,
SPI Technologies Inc.,2020,4.11,0.61,14.91,12.24,2.17,10.07,1,82229,1,Swiss,SERV,PRO,
SPI Technologies Inc.,2021,4.68,0.11,2.27,13.02,2.00,2.05,1,82294,1,Dutch,SERV,PRO,
Splash Corp.,2018,4.26,0.18,4.25,5.77,2.83,2.93,0,20234,0,Filipino,MFG,MFG,
Splash Corp.,2019,3.62,-0.74,-20.42,2.29,1.26,1.03,1,20234,0,Indian,MFG,MFG,
Splash Corp.,2020,3.93,0.19,4.93,2.54,1.33,1.21,1,20234,0,Indian,MFG,MFG,
Splash Corp.,2021,3.32,0.08,2.44,2.35,1.05,-0.29,1,20291,0,Indian,MFG,MFG,
Sta. Clara International Corp.,2018,3.47,0.15,4.44,7.73,5.61,2.12,0,42900,0,Filipino,SERV,CNS,
Sta. Clara International Corp.,2019,5.62,0.30,5.25,11.12,8.73,2.39,0,42900,0,Filipino,SERV,CNS,
Sta. Clara International Corp.,2020,3.63,-0.10,-2.73,9.92,7.64,2.28,0,42900,0,Filipino,SERV,CNS,
Sta. Clara International Corp.,2021,6.59,0.47,7.17,10.81,7.45,1.07,0,43210,0,Filipino,SERV,CNS,
Sta. Lucia Land Inc.,2018,3.86,1.05,27.08,34.61,20.15,14.46,0,68120,0,Filipino,SERV,REO,
Sta. Lucia Land Inc.,2019,7.74,1.63,21.01,40.10,24.09,16.01,0,68120,0,Filipino,SERV,REO,
Sta. Lucia Land Inc.,2020,6.78,1.62,23.93,45.53,28.03,17.51,0,68120,0,Filipino,SERV,REO,
Sta. Lucia Land Inc.,2021,8.24,2.73,33.15,51.74,31.97,10.06,0,68190,0,Filipino,SERV,REO,
Standard Chartered Bank,2018,2.40,-0.32,-13.39,38.35,30.71,7.64,1,64191,0,British,SERV,FIA,
Standard Chartered Bank,2021,3.18,-0.03,-1.01,78.39,71.13,0.59,1,64192,0,British,SERV,FIA,
Star Appliance Center Inc.,2018,23.17,1.26,5.42,6.77,5.99,0.79,0,47593,0,Filipino,SERV,TRD,
Star Appliance Center Inc.,2019,24.97,1.29,5.16,9.79,9.03,0.75,0,47593,0,Filipino,SERV,TRD,
Star Appliance Center Inc.,2021,18.86,1.35,7.13,11.49,10.71,0.64,0,47593,0,Filipino,SERV,TRD,
Startek Philippines Inc.,2018,2.69,0.08,2.82,1.37,0.28,1.08,1,82211,1,American,SERV,PRO,
Startek Philippines Inc.,2019,2.86,0.13,4.37,1.68,0.47,1.21,1,82211,1,American,SERV,PRO,
Startek Philippines Inc.,2021,2.46,0.13,5.36,2.35,0.92,1.22,1,82219,1,American,SERV,PRO,
STEAG State Power Inc.,2018,4.47,0.69,15.38,13.97,4.95,9.03,1,35100,0,German,SERV,EWS,
STEAG State Power Inc.,2019,5.14,1.13,21.98,13.10,4.23,8.87,1,35100,0,German,SERV,EWS,
STEAG State Power Inc.,2020,3.89,0.99,25.45,14.06,5.81,8.25,1,35100,0,German,SERV,EWS,
STEAG State Power Inc.,2021,3.87,1.05,27.20,12.61,5.40,2.69,1,35102,0,German,SERV,EWS,
SteelAsia Manufacturing Corp.,2018,56.73,1.50,2.64,46.86,36.44,10.42,0,24129,0,Filipino,MFG,MFG,
SteelAsia Manufacturing Corp.,2019,51.98,0.62,1.19,37.42,25.93,11.49,0,24129,0,Filipino,MFG,MFG,
SteelAsia Manufacturing Corp.,2020,34.53,0.86,2.50,38.22,25.73,12.49,0,24129,0,Filipino,MFG,MFG,
SteelAsia Manufacturing Corp.,2021,42.69,0.88,2.05,42.16,28.70,7.45,0,24210,0,Filipino,MFG,MFG,
Stepan Philippines Quaternaries Inc.,2021,3.02,0.01,0.27,3.65,1.17,1.45,1,21001,1,American,MFG,MFG,
Sterling Bank of Asia Inc. (A Savings Bank),2019,3.48,0.17,4.80,44.74,41.66,3.08,0,64193,0,Filipino,SERV,FIA,
Sterling Bank of Asia Inc. (A Savings Bank),2020,3.16,0.10,3.26,40.86,37.50,3.36,0,64193,0,Filipino,SERV,FIA,
Sterling Bank of Asia Inc. (A Savings Bank),2021,2.59,0.27,10.58,45.27,41.65,1.14,0,64193,0,Filipino,SERV,FIA,
St. Luke’s Medical Center Global City Inc.,2018,7.04,1.72,24.35,13.02,2.03,10.98,0,86121,0,Filipino,SERV,HSW,
St. Luke’s Medical Center Global City Inc.,2019,8.16,1.97,24.16,15.60,2.55,13.05,0,86121,0,Filipino,SERV,HSW,
St. Luke’s Medical Center Global City Inc.,2020,6.68,-0.51,-7.63,15.77,3.53,12.24,0,86121,0,Filipino,SERV,HSW,
St. Luke’s Medical Center Global City Inc.,2021,8.40,0.92,10.98,16.57,3.08,5.77,0,86225,0,Filipino,SERV,HSW,
STMicroelectronics Inc.,2018,47.30,0.41,0.88,18.89,12.67,6.22,1,26120,1,Dutch,MFG,MFG,
STMicroelectronics Inc.,2019,47.81,3.23,6.75,15.06,5.86,9.21,1,26120,1,Dutch,MFG,MFG,
STMicroelectronics Inc.,2020,54.59,2.27,4.16,19.56,8.58,10.98,1,26120,1,Dutch,MFG,MFG,
STMicroelectronics Inc.,2021,55.02,3.56,6.47,18.31,3.20,11.15,1,26200,1,Dutch,MFG,MFG,
Stores Specialists Inc.,2018,10.75,0.81,7.52,15.17,4.98,10.19,0,47711,0,Filipino,SERV,TRD,
Stores Specialists Inc.,2020,7.33,0.08,1.10,18.97,8.44,10.53,0,47711,0,Filipino,SERV,TRD,
Stores Specialists Inc.,2021,9.62,0.77,8.03,18.90,7.57,4.97,0,47721,0,Filipino,SERV,TRD,
St. Peter Life Plan Inc.,2018,19.82,1.76,8.87,57.74,47.44,10.30,0,66233,0,Filipino,SERV,FIA,
St. Peter Life Plan Inc.,2019,21.88,1.46,6.66,68.20,56.67,11.52,0,66233,0,Filipino,SERV,FIA,
St. Peter Life Plan Inc.,2020,19.75,1.52,7.70,77.78,64.77,13.01,0,66233,0,Filipino,SERV,FIA,
St. Peter Life Plan Inc.,2021,25.15,2.24,8.89,90.62,75.91,13.36,0,68110,0,Filipino,SERV,REO,
Stradcom Corp.,2018,4.18,1.71,40.84,4.51,2.91,1.60,0,62020,0,Filipino,SERV,IAC,
Stradcom Corp.,2019,6.72,3.91,58.19,6.54,1.19,5.36,0,62020,0,Filipino,SERV,IAC,
Strategic Power Devt. Corp.,2018,7.01,-0.07,-0.96,35.91,33.58,2.33,0,35100,0,Filipino,SERV,EWS,
Strategic Power Devt. Corp.,2019,8.49,1.83,21.58,35.21,31.06,4.15,0,35100,0,Filipino,SERV,EWS,
Strategic Power Devt. Corp.,2020,3.79,-0.61,-16.05,33.91,30.35,3.56,0,35100,0,Filipino,SERV,EWS,
Strategic Power Devt. Corp.,2021,6.03,1.10,18.21,34.05,29.39,3.17,0,35102,0,Filipino,SERV,EWS,
Subic Shipbuilder Corp.,2018,3.75,-0.01,-0.29,0.69,0.71,-0.02,0,30114,0,Filipino,MFG,MFG,
Sumifru Philippines Corp.,2018,11.89,-0.01,-0.12,8.04,2.26,5.78,1,1211,1,Mauritian,AFF,AFF,
Sumifru Philippines Corp.,2019,11.96,0.85,7.10,9.88,3.37,6.51,1,1211,1,Mauritian,AFF,AFF,
Sumifru Philippines Corp.,2020,10.06,0.44,4.41,10.76,3.88,6.88,1,1211,1,Mauritian,AFF,AFF,
Sumifru Philippines Corp.,2021,10.56,-0.08,-0.77,11.00,3.58,-3.41,1,1220,1,Mauritian,AFF,AFF,
Sumi Philippines Wiring Systems Corp.,2018,14.01,0.41,2.89,8.29,5.83,2.46,1,29301,1,Japanese,MFG,MFG,
Sumi Philippines Wiring Systems Corp.,2019,14.28,0.44,3.08,8.25,3.93,4.32,1,29301,1,Japanese,MFG,MFG,
Sumi Philippines Wiring Systems Corp.,2020,10.78,0.05,0.50,8.20,4.22,3.98,1,29301,1,Japanese,MFG,MFG,
Sumi Philippines Wiring Systems Corp.,2021,15.78,0.42,2.64,10.20,5.50,1.58,1,30309,1,Japanese,MFG,MFG,
Sumisetsu Philippines Inc.,2021,2.30,0.22,9.49,1.32,0.59,0.72,1,71200,0,Japanese,SERV,PRO,
Sumisho Motor Finance Corp.,2020,1.96,0.08,3.94,7.68,5.39,2.30,0,64929,0,Filipino,SERV,FIA,
Sumitomo Metal Mining Philippine Holdings Corp.,2020,1.60,1.08,67.56,9.47,0.36,9.11,1,64200,0,Japanese,SERV,FIA,
Sumitomo Metal Mining Philippine Holdings Corp.,2021,2.66,2.09,78.40,10.11,0.48,6.99,1,64304,0,Japanese,SERV,FIA,
"Sumitomo Mitsui Construction Co., Ltd.",2019,2.08,-0.41,-19.61,4.33,2.35,1.97,1,42900,0,Japanese,SERV,CNS,
"Sumitomo Mitsui Construction Co., Ltd.",2020,2.92,-0.96,-32.92,4.22,2.10,2.12,1,42900,0,Japanese,SERV,CNS,
"Sumitomo Mitsui Construction Co., Ltd.",2021,5.82,-0.86,-14.81,4.26,2.32,-2.19,1,43210,0,Japanese,SERV,CNS,
Sumitronics Phils. Inc.,2019,9.35,0.26,2.80,3.28,2.21,1.07,1,52293,0,Japanese,SERV,TAS,
Sumitronics Phils. Inc.,2021,9.55,0.09,0.95,5.24,4.14,0.60,1,52213,0,Japanese,SERV,TAS,
Suncrest Foods Inc.,2018,3.58,0.04,1.23,0.36,0.26,0.10,0,10711,0,Filipino,MFG,MFG,
Suncrest Foods Inc.,2019,3.96,0.05,1.14,0.48,0.35,0.13,0,10711,0,Filipino,MFG,MFG,
Suncrest Foods Inc.,2021,4.21,0.07,1.66,0.73,0.53,0.15,0,10712,0,Filipino,MFG,MFG,
Sunjin Philippines Corp.,2018,4.24,0.12,2.78,2.57,1.32,1.25,1,10800,0,Korean,MFG,MFG,
Sunjin Philippines Corp.,2019,4.40,0.21,4.73,2.62,1.17,1.45,1,10800,0,Korean,MFG,MFG,
Sunjin Philippines Corp.,2020,4.30,0.18,4.16,2.57,0.95,1.63,1,10800,1,Korean,MFG,MFG,
Sunjin Philippines Corp.,2021,3.96,0.01,0.28,2.83,1.17,1.47,1,11010,1,Korean,MFG,MFG,
Sun Life Grepa Financial Inc.,2018,8.62,0.51,5.89,45.67,42.41,3.26,0,65110,0,Filipino,SERV,FIA,
Sun Life Grepa Financial Inc.,2019,10.70,0.75,7.01,48.23,43.42,4.81,0,65110,0,Filipino,SERV,FIA,
Sun Life Grepa Financial Inc.,2020,7.91,0.80,10.10,48.84,44.43,4.42,0,65110,0,Filipino,SERV,FIA,
Sun Life Grepa Financial Inc.,2021,13.51,0.85,6.28,51.36,46.41,5.68,0,65120,0,Filipino,SERV,FIA,
Sun Life of Canada Philippines Inc.,2018,51.03,7.48,14.65,228.00,198.46,29.55,1,65110,0,Canadian,SERV,FIA,
Sun Life of Canada Philippines Inc.,2019,57.46,7.19,12.51,259.87,217.96,41.91,1,65110,0,Canadian,SERV,FIA,
Sun Life of Canada Philippines Inc.,2020,42.47,8.02,18.88,278.47,243.10,35.38,1,65110,0,Canadian,SERV,FIA,
Sun Life of Canada Philippines Inc.,2021,57.48,9.10,15.83,290.78,251.53,35.53,1,65120,0,Canadian,SERV,FIA,
SunPower Philippines Manufacturing Ltd.,2018,8.71,0.42,4.77,44.18,10.50,33.68,1,27201,1,French,MFG,MFG,
SunPower Philippines Manufacturing Ltd.,2019,7.43,0.36,4.79,39.09,12.03,27.06,1,27201,1,French,MFG,MFG,
SunPower Philippines Manufacturing Ltd.,2020,7.01,-0.19,-2.65,20.65,7.31,13.34,1,27201,1,Singaporean,MFG,MFG,
SunPower Philippines Manufacturing Ltd.,2021,8.05,0.18,2.21,22.54,8.21,0.32,1,27310,1,Singaporean,MFG,MFG,
Suntrust Properties Inc.,2018,3.89,0.12,2.96,17.87,15.19,2.68,0,68120,0,Filipino,SERV,REO,
Suntrust Properties Inc.,2020,4.15,0.09,2.26,21.63,18.80,2.83,0,68120,0,Filipino,SERV,REO,
Suntrust Properties Inc.,2021,4.04,0.03,0.69,22.75,19.88,1.91,0,68190,0,Filipino,SERV,REO,
Super Retail Systems Inc.,2018,15.03,-0.03,-0.20,3.60,3.40,0.20,0,47112,0,Filipino,SERV,TRD,
Super Retail Systems Inc.,2019,14.92,-0.14,-0.90,5.99,5.94,0.05,0,47112,0,Filipino,SERV,TRD,
Super Shopping Market Inc.,2018,37.08,1.52,4.09,10.02,7.72,2.30,0,47112,0,Filipino,SERV,TRD,
Super Shopping Market Inc.,2019,38.71,1.53,3.96,12.28,10.22,2.06,0,47112,0,Filipino,SERV,TRD,
Super Value Inc.,2018,54.24,1.92,3.54,13.03,11.19,1.84,0,47112,0,Filipino,SERV,TRD,
Super Value Inc.,2019,56.69,1.96,3.46,13.15,11.40,1.76,0,47112,0,Filipino,SERV,TRD,
Super Value Inc.,2020,56.44,2.01,3.56,13.40,11.62,1.78,0,47112,0,Filipino,SERV,TRD,
Super Value Inc.,2021,54.83,2.79,5.09,15.47,13.58,0.80,0,47114,0,Filipino,SERV,TRD,
Supreme Steel Pipe Corp.,2018,6.76,0.16,2.40,5.18,4.46,0.72,0,24122,0,Filipino,MFG,MFG,
Supreme Steel Pipe Corp.,2019,5.82,0.14,2.41,5.48,4.73,0.75,0,24122,0,Filipino,MFG,MFG,
Supreme Steel Pipe Corp.,2020,4.43,0.01,0.25,5.23,4.30,0.93,0,24122,0,Filipino,MFG,MFG,
Supreme Steel Pipe Corp.,2021,5.87,0.28,4.80,4.05,2.84,0.66,0,24123,0,Filipino,MFG,MFG,
Sureste Properties Inc.,2018,5.27,-2.05,-38.88,116.55,1.78,114.77,0,55101,0,Filipino,SERV,AFS,
Sureste Properties Inc.,2019,12.77,5.86,45.90,117.50,2.58,114.92,0,55101,0,Filipino,SERV,AFS,
Sureste Properties Inc.,2021,2.51,-3.36,-133.57,120.28,11.57,-5.42,0,56101,0,Filipino,SERV,AFS,
Sutherland Global Services Philippines Inc.,2018,15.22,2.11,13.85,8.52,5.04,3.48,1,82211,1,American,SERV,PRO,
Sutherland Global Services Philippines Inc.,2019,16.38,1.95,11.92,12.05,6.42,5.63,1,82211,1,American,SERV,PRO,
Sutherland Global Services Philippines Inc.,2020,15.63,0.88,5.62,12.88,6.43,6.45,1,82211,1,American,SERV,PRO,
Sutherland Global Services Philippines Inc.,2021,16.00,2.19,13.71,12.61,4.33,8.33,1,82219,0,American,SERV,PRO,
Suyen Corp.,2019,9.64,0.13,1.33,7.20,5.60,1.60,0,47711,0,Filipino,SERV,TRD,
Suyen Corp.,2020,3.97,-0.15,-3.65,7.13,6.12,1.02,0,47711,0,Filipino,SERV,TRD,
Suyen Corp.,2021,4.59,0.02,0.41,6.66,5.76,0.33,0,47719,0,Filipino,SERV,TRD,
Suysing Commercial Corp.,2018,29.87,0.57,1.91,6.18,3.25,2.93,0,46105,0,Filipino,SERV,TRD,
Suysing Commercial Corp.,2019,32.58,0.55,1.67,7.67,4.80,2.87,0,46105,0,Filipino,SERV,TRD,
Suzuki Philippines Inc.,2018,26.03,0.39,1.51,10.76,7.21,3.55,1,30911,0,Japanese,MFG,MFG,
Suzuki Philippines Inc.,2019,29.63,0.26,0.86,9.80,6.04,3.76,1,30911,0,Japanese,MFG,MFG,
Suzuki Philippines Inc.,2020,18.57,0.20,1.09,9.35,5.42,3.94,1,30911,0,Japanese,MFG,MFG,
Suzuki Philippines Inc.,2021,24.25,0.97,3.99,9.63,4.72,4.07,1,31090,0,Japanese,MFG,MFG,
Sykes Asia Inc.,2018,9.44,0.63,6.65,2.17,0.77,1.40,1,82211,1,American,SERV,PRO,
Sykes Asia Inc.,2019,9.83,0.45,4.61,5.09,3.89,1.20,1,82211,1,American,SERV,PRO,
Sykes Asia Inc.,2020,11.57,0.81,6.99,3.96,2.62,1.34,1,82211,1,American,SERV,PRO,
Sykes Asia Inc.,2021,11.52,0.84,7.25,4.69,3.18,0.95,1,82219,1,French,SERV,PRO,
Synchrony Global Services Philippines Inc.,2018,3.01,0.28,9.40,2.16,0.47,1.69,1,82211,1,American,SERV,PRO,
Synchrony Global Services Philippines Inc.,2019,3.15,0.18,5.69,2.78,0.97,1.80,1,82211,1,American,SERV,PRO,
Synchrony Global Services Philippines Inc.,2020,3.33,0.18,5.47,2.83,0.98,1.85,1,82211,1,American,SERV,PRO,
Synchrony Global Services Philippines Inc.,2021,3.63,0.20,5.59,2.95,0.80,1.24,1,82219,1,American,SERV,PRO,
Synergy Grid & Development Phils. Inc.,2021,3.64,3.47,95.36,95.57,1.00,0.38,0,64200,0,Filipino,SERV,FIA,
Syngenta Philippines Inc.,2018,3.97,0.08,1.89,4.15,3.47,0.68,1,20210,0,Swiss,MFG,MFG,
Syngenta Philippines Inc.,2019,4.55,-0.01,-0.26,4.99,4.34,0.66,1,20210,0,Swiss,MFG,MFG,
Syngenta Philippines Inc.,2020,5.16,0.03,0.52,5.64,4.98,0.66,1,20210,0,Swiss,MFG,MFG,
Syngenta Philippines Inc.,2021,5.09,0.52,10.30,6.23,5.03,0.87,1,20221,0,Swiss,MFG,MFG,
Sysu International Inc.,2018,3.54,0.21,5.98,2.92,2.00,0.92,0,46102,0,Filipino,SERV,TRD,
Sysu International Inc.,2019,3.69,0.11,2.98,3.26,2.32,0.94,0,46102,0,Filipino,SERV,TRD,
Sysu International Inc.,2020,3.96,0.24,6.04,4.07,3.03,1.04,0,46102,0,Filipino,SERV,TRD,
Sysu International Inc.,2021,4.05,0.14,3.49,4.10,3.08,0.64,0,46105,0,Filipino,SERV,TRD,
Taganito HPAL Nickel Corp.,2018,19.00,0.05,0.24,87.98,68.06,19.93,1,24290,1,Japanese,MFG,MFG,
Taganito HPAL Nickel Corp.,2019,20.20,0.49,2.40,86.24,66.58,19.66,1,24290,1,Japanese,MFG,MFG,
Taganito HPAL Nickel Corp.,2020,18.86,2.29,12.16,83.19,62.29,20.90,1,24290,1,Japanese,MFG,MFG,
Taganito HPAL Nickel Corp.,2021,21.99,4.93,22.41,88.94,61.87,3.97,1,24311,1,Japanese,MFG,MFG,
Taganito Mining Corp.,2018,8.35,2.52,30.23,10.35,3.22,7.13,0,7294,1,Filipino,MAQ,MAQ,
Taganito Mining Corp.,2019,9.06,2.58,28.43,11.12,3.90,7.22,0,7294,1,Filipino,MAQ,MAQ,
Taganito Mining Corp.,2020,9.57,2.67,27.89,10.31,3.87,6.44,0,7294,1,Filipino,MAQ,MAQ,
Taganito Mining Corp.,2021,12.83,5.15,40.15,11.96,6.82,1.11,0,9101,1,Filipino,MAQ,MAQ,
Tagum Agricultural Development Co. Inc.,2018,9.77,0.58,5.95,5.79,2.30,3.50,0,1211,1,Filipino,AFF,AFF,
Tagum Agricultural Development Co. Inc.,2019,8.94,0.09,1.02,5.92,3.04,2.88,0,1211,1,Filipino,AFF,AFF,
Tagum Agricultural Development Co. Inc.,2020,7.80,0.12,1.51,6.11,3.24,2.86,0,1211,1,Filipino,AFF,AFF,
Tagum Agricultural Development Co. Inc.,2021,9.05,0.63,6.93,6.05,2.67,3.04,0,1220,1,Filipino,AFF,AFF,
Tagum Commercial and Realty Corp.,2018,3.82,0.02,0.58,3.05,2.72,0.33,0,68190,0,Filipino,SERV,REO,
Tagum Commercial and Realty Corp.,2019,4.05,0.03,0.62,3.61,3.17,0.44,0,68190,0,Filipino,SERV,REO,
Tagum Commercial and Realty Corp.,2020,1.91,-0.12,-6.07,3.76,3.52,0.24,0,68190,0,Filipino,SERV,REO,
Taiheiyo Cement Philippines Inc.,2018,8.15,0.26,3.14,5.65,1.18,4.47,1,23940,0,Japanese,MFG,MFG,
Taiheiyo Cement Philippines Inc.,2020,6.69,0.27,4.05,8.11,2.95,5.16,1,23940,0,Japanese,MFG,MFG,
Taiheiyo Cement Philippines Inc.,2021,6.15,-0.43,-7.00,8.92,2.37,2.39,1,23969,0,Japanese,MFG,MFG,
Taikisha Philippines Inc.,2020,2.75,0.19,6.83,2.66,1.92,0.74,1,43220,0,Japanese,SERV,CNS,
Taikisha Philippines Inc.,2021,3.96,0.38,9.46,2.46,1.38,1.04,1,45101,0,Japanese,SERV,TRD,
Taisho Pharmaceuticals Philippines Inc.,2019,2.13,0.64,29.89,2.30,0.58,1.72,1,21001,0,Japanese,MFG,MFG,
Taisho Pharmaceuticals Philippines Inc.,2020,1.87,0.15,8.22,1.60,0.72,0.87,1,21001,0,Japanese,MFG,MFG,
Taisho Pharmaceuticals Philippines Inc.,2021,2.32,0.15,6.35,2.15,1.13,0.99,1,22204,0,Japanese,MFG,MFG,
Taiyo Yuden Philippines Inc.,2018,8.16,0.11,1.31,4.49,1.01,3.48,1,26120,1,Japanese,MFG,MFG,
